"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"3844","-1","-1","3843","","","","","1000枚地下城与团队副本纹章","","","","","","","","","","","","16712190","","","","","拾取1000枚英雄纹章、勇气纹章、征服纹章、凯旋纹章或寒冰纹章。","","","","","","","","","","","","16712190","168","10","14","136","1950","","","","","","","","","","","","","","","","","16718846","0","0"
"3854","-1","-1","0","","","","","后院起火","","","","","","","","","","","","16712190","","","","","在征服之岛中，在敌方大门没有被攻破前冲入他们的庭院。","","","","","","","","","","","","16712190","15003","10","14","0","3768","","","","","","","","","","","","","","","","","16718844","0","0"
"4025","-1","-1","0","","","","","对纯洁者耶德瑞克的胜利（英雄难度：冠军的试炼）","","","","","","","","","","","","16712190","","","","","战胜纯洁者耶德瑞克（英雄难度：冠军的试炼）","","","","","","","","","","","","16712190","15021","0","14","1","1","","","","","","","","","","","","","","","","","16712172","0","0"
"4296","1","650","0","","","","","冠军的试炼（普通难度）","","","","","","","","","","","","16712190","","","","","在冠军的试炼中击败所有首领（普通难度）。","","","","","","","","","","","","16712190","14806","10","14","0","370","","","","","","","","","","","","","","","","","16712172","0","0"
"4298","1","650","0","","","","","冠军的试炼（英雄难度）","","","","","","","","","","","","16712190","","","","","在冠军的试炼中击败所有首领（英雄难度）。","","","","","","","","","","","","16712190","14921","10","14","0","370","","","","","","","","","","","","","","","","","16712172","0","0"
"4535","-1","631","0","","","","","欢聚一堂（10人）","","","","","","","","","","","","16712190","","","","","击败亡语者女士，并保证在她倒下时有至少5种不同类型的教众处于激活状态（10人）。","","","","","","","","","","","","16712190","15041","10","14","0","4160","","","","","","","","","","","","","","","","","16712188","1","0"
"4598","-1","-1","0","","","","","灰烬审判军","","","","","","","","","","","","16712190","","","","","在灰烬审判军阵营中达到崇拜声望。","","","","","","","","","","","","16712190","14866","15","14","0","1672","","","","","头衔奖励：灰烬审判军的","","","","","","","","","","","","16712190","0","0"
"4611","-1","631","0","","","","","欢聚一堂（25人）","","","","","","","","","","","","16712190","","","","","击败亡语者女士，并保证在她倒下时有至少5种不同类型的教众处于激活状态（25人）。","","","","","","","","","","","","16712190","15042","10","14","0","4160","","","","","","","","","","","","","","","","","16712188","1","0"
"4725","-1","-1","0","","","","","杀死玛维恩（英雄难度映像大厅）","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","15062","0","14","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"4780","-1","-1","0","","","","","在十字军的试炼中的总死亡次数","","","","","","","","","","","","16712190","","","","","在十字军的试炼中的总死亡次数","","","","","","","","","","","","16712190","125","0","14","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"144","-1","-1","0","","","","","钓起鱼斯拉","","","","","","","","","","","","16712190","","","","","钓起毒蛇神殿的鱼斯拉。","","","","","","","","","","","","16712190","171","10","15","0","1734","","","","","","","","","","","","","","","","","16712174","0","0"
"334","-1","-1","0","","","","","最大金币数量","","","","","","","","","","","","16712190","","","","","最大金币数量","","","","","","","","","","","","16712190","140","0","15","1","4","","","","","","","","","","","","","","","","","16712174","0","0"
"389","-1","-1","0","","","","","竞技场高手饰物","","","","","","","","","","","","16712190","","","","","从古拉巴什竞技场拾取竞技场高手饰物。","","","","","","","","","","","","16712190","95","10","15","0","2977","","","","","","","","","","","","","","","","","16712174","1","0"
"407","-1","-1","406","","","","","五子登科：1750","","","","","","","","","","","","16712190","","","","","在80级5v5竞技场战队中达到1750个人等级。","","","","","","","","","","","","16712190","165","10","15","0","3045","","","","","","","","","","","","","","","","","16712174","0","0"
"584","-1","529","0","","","","","阿拉希盆地刺客","","","","","","","","","","","","16712190","","","","","在一场阿拉希盆地的战斗中，在每座基地获得5个荣誉击杀。","","","","","","","","","","","","16712190","14802","20","15","0","2285","","","","","","","","","","","","","","","","","16712174","0","0"
"642","-1","-1","0","","","","","黑石深渊","","","","","","","","","","","","16712190","","","","","击败达格兰·索瑞森大帝。","","","","","","","","","","","","16712190","14808","10","15","0","3662","","","","","","","","","","","","","","","","","16712174","1","0"
"660","-1","-1","0","","","","","禁魔监狱","","","","","","","","","","","","16712190","","","","","击败预言者斯克瑞斯。","","","","","","","","","","","","16712190","14805","10","15","0","3659","","","","","","","","","","","","","","","","","16712174","1","0"
"707","1","-1","0","","","","","雷矛军用坐骑","","","","","","","","","","","","16712190","","","","","获得一头雷矛军用坐骑。","","","","","","","","","","","","16712190","14801","10","15","0","2827","","","","","","","","","","","","","","","","","16712174","0","0"
"781","-1","-1","0","","","","","探索荆棘谷","","","","","","","","","","","","16712190","","","","","探索荆棘谷，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14777","10","15","0","3568","","","","","","","","","","","","","","","","","16712174","0","0"
"852","-1","-1","0","","","","","探索艾萨拉","","","","","","","","","","","","16712190","","","","","探索艾萨拉，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14778","10","15","0","3544","","","","","","","","","","","","","","","","","16712174","0","0"
"915","-1","-1","0","","","","","联盟的长者","","","","","","","","","","","","16712190","","","","","祭拜联盟主城中的长者。","","","","","","","","","","","","16712190","160","10","15","0","2218","","","","","","","","","","","","","","","","","16712174","0","0"
"941","-1","-1","0","","","","","赫米特·奈辛瓦里：收集任务","","","","","","","","","","","","16712190","","","","","完成“荆棘谷的青山”、“白色雷象一般的山丘”和“诺森德的雪”成就。","","","","","","","","","","","","16712190","96","10","15","0","2926","","","","","","","","","","","","","","","","","16712174","0","0"
"953","-1","-1","0","","","","","塞纳留斯的卫士","","","","","","","","","","","","16712190","","","","","在塞纳里奥议会和塞纳里奥远征队阵营中达到崇拜声望。","","","","","","","","","","","","16712190","201","25","15","0","553","","","","","头衔奖励：塞纳留斯的卫士","","","","","","","","","","","","16712190","0","0"
"960","-1","-1","0","","","","","紫罗兰之眼","","","","","","","","","","","","16712190","","","","","在紫罗兰之眼阵营中达到崇拜声望。","","","","","","","","","","","","16712190","14865","10","15","0","1487","","","","","","","","","","","","","","","","","16712174","0","0"
"961","-1","-1","0","","","","","狂心的荣誉","","","","","","","","","","","","16712190","","","","","为狂心氏族阵营完成下列8个日常任务。","","","","","","","","","","","","16712190","14863","10","15","0","3477","","","","","","","","","","","","","","","","","16712174","0","0"
"967","0","-1","0","","","","","东部王国的糖果","","","","","","","","","","","","16712190","","","","","找到东部王国的糖罐。","","","","","","","","","","","","16712190","158","10","15","0","2951","","","","","","","","","","","","","","","","","16712174","0","0"
"1036","0","-1","0","","","","","艾泽拉斯的火焰","","","","","","","","","","","","16712190","","","","","完成“东部王国护火者”、“卡利姆多护火者”和“外域护火者”成就。","","","","","","","","","","","","16712190","161","10","15","0","12","","","","","","","","","","","","","","","","","16712174","0","0"
"1082","-1","585","0","","","","","杀死凯尔萨斯·逐日者（魔导师平台）","","","","","","","","","","","","16712190","","","","","杀死凯尔萨斯·逐日者（魔导师平台）","","","","","","","","","","","","16712190","14822","5","15","1","2787","","","","","","","","","","","","","","","","","16712174","0","0"
"1180","-1","-1","1178","","","","","积少成多","","","","","","","","","","","","16712190","","","","","拾取10000金币。","","","","","","","","","","","","16712190","92","10","15","0","2993","","","","","","","","","","","","","","","","","16712174","0","0"
"1188","-1","-1","0","","","","","被射中了！","","","","","","","","","","","","16712190","","","","","使用银色箭头射中10个玩家。","","","","","","","","","","","","16712190","187","10","15","0","288","","","","","","","","","","","","","","","","","16712174","0","0"
"1237","-1","599","0","","","","","杀死塑铁者斯约尼尔（岩石大厅）","","","","","","","","","","","","16712190","","","","","杀死塑铁者斯约尼尔（岩石大厅）","","","","","","","","","","","","16712190","14823","5","15","1","2325","","","","","","","","","","","","","","","","","2113864174","0","0"
"1251","0","489","0","","","","","我的地盘，我说了算","","","","","","","","","","","","16712190","","","","","在一场战歌峡谷的战斗中，在敌方的夺旗者走出战歌军旗室之前将其杀死，总计2次。","","","","","","","","","","","","16712190","14804","10","15","0","3583","","","","","","","","","","","","","","","","","2113864174","0","0"
"1274","0","-1","0","","","","","外域的博学者","","","","","","","","","","","","16712190","","","","","完成下列外域任务成就","","","","","","","","","","","","16712190","14862","10","15","0","3492","","","","","","","","","","","","","","","","","2113864174","0","0"
"1306","-1","-1","0","","","","","饮用不同的合剂","","","","","","","","","","","","16712190","","","","","饮用不同的合剂","","","","","","","","","","","","16712190","145","0","15","33","1","","","","","","","","","","","","","","","","","4278125036","0","811"
"1407","-1","-1","0","","","","","服务器第一！80级矮人","","","","","","","","","","","","16712190","","","","","本服务器第一个达到80级的矮人。","","","","","","","","","","","","16712190","81","0","15","256","3286","","","","","","","","","","","","","","","","","16712174","0","0"
"1545","-1","-1","0","","","","","勇气竞技场参赛","","","","","","","","","","","","16712190","","","","","勇气竞技场参赛","","","","","","","","","","","","16712190","152","0","15","1","4","","","","","","","","","","","","","","","","","2080309740","0","0"
"1738","-1","-1","0","","","","","学习珠宝加工配方","","","","","","","","","","","","16712190","","","","","学习珠宝加工配方","","","","","","","","","","","","16712190","173","0","15","1","4","","","","","","","","","","","","","","","","","2113864172","0","0"
"1766","-1","607","0","","","","","远古保卫者","","","","","","","","","","","","16712190","","","","","在一场战斗中的远古庭院杀死10名玩家。","","","","","","","","","","","","16712190","14881","10","15","0","2957","","","","","","","","","","","","","","","","","2130641388","0","0"
"1770","-1","-1","0","","","","","巫妖王 - 杀死10人团队首领的次数","","","","","","","","","","","","16712190","","","","","巫妖王 - 杀死10人团队首领的次数","","","","","","","","","","","","16712190","14807","0","15","9","1","","","","","","","","","","","","","","","","","2113864172","0","0"
"2001","-1","-1","2000","","","","","50块达拉然烹饪奖牌","","","","","","","","","","","","16712190","","","","","获得50块达拉然烹饪奖牌。","","","","","","","","","","","","16712190","170","10","15","0","2468","","","","","","","","","","","","","","","","","2130641388","0","0"
"2089","-1","-1","2088","","","","","1000块岩石守卫者的碎片","","","","","","","","","","","","16712190","","","","","获得1000块岩石守卫者的碎片。","","","","","","","","","","","","16712190","14901","10","15","0","3448","","","","","","","","","","","","","","","","","2113864172","0","0"
"2178","-1","533","0","","","","","电击！（10人）","","","","","","","","","","","","16712190","","","","","在无人触发正负极接触放电的情况下，击败纳克萨玛斯的塔迪乌斯（10人）。","","","","","","","","","","","","16712190","14922","10","15","0","1886","","","","","","","","","","","","","","","","","2080309740","0","0"
"2179","-1","533","0","","","","","电击！（25人）","","","","","","","","","","","","16712190","","","","","在无人触发正负极接触放电的情况下，击败纳克萨玛斯的塔迪乌斯（25人）。","","","","","","","","","","","","16712190","14923","10","15","0","1886","","","","","","","","","","","","","","","","","2080309740","0","0"
"2781","1","-1","0","","","","","暴风城冠军","","","","","","","","","","","","16712190","","","","","获得在银色锦标赛中代表暴风城出战的资格。","","","","","","","","","","","","16712190","14941","10","15","0","3800","","","","","","","","","","","","","","","","","2080309740","0","0"
"2872","-1","603","0","","","","","杀死烈焰巨兽（25人奥杜尔）","","","","","","","","","","","","16712190","","","","","杀死烈焰巨兽（25人奥杜尔）","","","","","","","","","","","","16712190","14963","10","15","1","1700","","","","","","","","","","","","","","","","","2113864172","0","0"
"2919","-1","603","0","","","","","快刀斩锋鳞（10人）","","","","","","","","","","","","16712190","","","","","在让锋鳞飞到空中的次数不多于一次的情况下击败它（10人）。","","","","","","","","","","","","16712190","14961","10","15","0","3851","","","","","","","","","","","","","","","","","2080309740","0","0"
"2921","-1","603","0","","","","","快刀斩锋鳞（25人）","","","","","","","","","","","","16712190","","","","","在让锋鳞飞到空中的次数不多于一次的情况下击败它（25人）。","","","","","","","","","","","","16712190","14962","10","15","0","3851","","","","","","","","","","","","","","","","","2080309740","0","0"
"3478","1","-1","0","","","","","感恩者","","","","","","","","","","","","16712190","","","","","完成下列感恩节成就。","","","","","","","","","","","","16712190","155","10","15","0","3936","","","","","奖励：感恩者头衔和肥胖的火鸡宠物","","","","","","","","","","","","16712190","0","0"
"3856","1","-1","0","","","","","毁车不倦","","","","","","","","","","","","16712190","","","","","在征服之岛中摧毁下列载具。","","","","","","","","","","","","16712190","15003","10","15","0","2306","","","","","","","","","","","","","","","","","16718845","0","0"
"3876","-1","-1","3844","","","","","1500枚地下城与团队副本纹章","","","","","","","","","","","","16712190","","","","","拾取1500枚英雄纹章、勇气纹章、征服纹章、凯旋纹章或寒冰纹章。","","","","","","","","","","","","16712190","168","10","15","136","1950","","","","","","","","","","","","","","","","","16718845","0","0"
"4026","-1","-1","0","","","","","黑骑士之死（普通难度：冠军的试炼）","","","","","","","","","","","","16712190","","","","","杀死黑骑士（普通难度：冠军的试炼）","","","","","","","","","","","","16712190","15021","0","15","1","1","","","","","","","","","","","","","","","","","16712172","0","0"
"4096","-1","628","0","","","","","征服之岛的战斗","","","","","","","","","","","","16712190","","","","","征服之岛的战斗","","","","","","","","","","","","16712190","153","0","15","1","1","","","","","","","","","","","","","","","","","16712172","0","0"
"4436","1","-1","0","","","","","枪神","","","","","","","","","","","","16712190","","","","","射击下列敌对领袖。","","","","","","","","","","","","16712190","156","10","15","0","393","","","","","","","","","","","","","","","","","16712172","0","0"
"4516","-1","632","0","","","","","灵魂洪炉","","","","","","","","","","","","16712190","","","","","击败灵魂洪炉的首领们。","","","","","","","","","","","","16712190","14806","10","15","0","4149","","","","","","","","","","","","","","","","","16712172","0","0"
"4519","-1","632","0","","","","","灵魂洪炉（英雄难度）","","","","","","","","","","","","16712190","","","","","击败灵魂洪炉的首领们（英雄难度）。","","","","","","","","","","","","16712190","14921","10","15","0","4149","","","","","","","","","","","","","","","","","16712172","0","0"
"4536","-1","631","0","","","","","我上船了（10人）","","","","","","","","","","","","16712190","","","","","在炮舰战斗中，在每个团队成员最多只登陆过敌方炮舰2次的情况下获得胜利（10人）。","","","","","","","","","","","","16712190","15041","10","15","0","4145","","","","","","","","","","","","","","","","","16712172","1","0"
"4612","-1","631","0","","","","","我上船了（25人）","","","","","","","","","","","","16712190","","","","","在炮舰战斗中，在每个团队成员最多只登陆过敌方炮舰1次的情况下获得胜利（25人）。","","","","","","","","","","","","16712190","15042","10","15","0","4145","","","","","","","","","","","","","","","","","16712188","1","0"
"4726","-1","-1","0","","","","","逃离巫妖王的追杀（映像大厅）","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","15062","0","15","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"4777","-1","-1","0","","","","","征服之岛击杀","","","","","","","","","","","","16712190","","","","","征服之岛击杀","","","","","","","","","","","","16712190","137","0","15","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"4779","-1","-1","0","","","","","征服之岛荣誉击杀","","","","","","","","","","","","16712190","","","","","征服之岛荣誉击杀","","","","","","","","","","","","16712190","136","0","15","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"4781","-1","-1","0","","","","","在冰冠堡垒中的总死亡次数","","","","","","","","","","","","16712190","","","","","在冰冠堡垒中的总死亡次数","","","","","","","","","","","","16712190","125","0","15","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"202","1","489","0","","","","","来去如风","","","","","","","","","","","","16712190","","","","","拿起旗帜并在75秒内交还。","","","","","","","","","","","","16712190","14804","10","16","0","3483","","","","","","","","","","","","","","","","","16712174","0","0"
"346","-1","-1","0","","","","","饮用饮料","","","","","","","","","","","","16712190","","","","","饮用饮料","","","","","","","","","","","","16712190","145","0","16","9","4","","","","","","","","","","","","","","","","","16712174","0","0"
"396","-1","-1","0","","","","","古拉巴什竞技场大师","","","","","","","","","","","","16712190","","","","","完成小个子约翰·米斯瑞尔的任务，获得竞技场大师饰物。","","","","","","","","","","","","16712190","95","10","16","0","2555","","","","","","","","","","","","","","","","","16712174","1","0"
"404","-1","-1","407","","","","","五子登科：2000","","","","","","","","","","","","16712190","","","","","在80级5v5竞技场战队中达到2000个人等级。","","","","","","","","","","","","16712190","165","10","16","0","3044","","","","","","","","","","","","","","","","","16712174","0","0"
"643","-1","-1","0","","","","","下层黑石塔","","","","","","","","","","","","16712190","","","","","击败维姆萨拉克。","","","","","","","","","","","","16712190","14808","10","16","0","3650","","","","","","","","","","","","","","","","","16712174","1","0"
"661","-1","-1","0","","","","","魔导师平台","","","","","","","","","","","","16712190","","","","","击败凯尔萨斯·逐日者。","","","","","","","","","","","","16712190","14805","10","16","0","3665","","","","","","","","","","","","","","","","","16712174","1","0"
"708","0","-1","0","","","","","霜狼氏族的英雄","","","","","","","","","","","","16712190","","","","","在霜狼氏族阵营中达到崇拜声望。","","","","","","","","","","","","16712190","14801","10","16","0","2828","","","","","","","","","","","","","","","","","16712174","0","0"
"760","-1","-1","0","","","","","探索奥特兰克山脉","","","","","","","","","","","","16712190","","","","","探索奥特兰克山脉，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14777","10","16","0","3541","","","","","","","","","","","","","","","","","16712174","0","0"
"853","-1","-1","0","","","","","探索费伍德森林","","","","","","","","","","","","16712190","","","","","探索费伍德森林，走过世界地图中被遮住的各个角落。","","","","","","","","","","","","16712190","14778","10","16","0","3538","","","","","","","","","","","","","","","","","16712174","0","0"
"905","-1","-1","0","","","","","老渔夫巴尔洛","","","","","","","","","","","","16712190","","","","","完成下列5个老渔夫巴尔洛的钓鱼日常任务。","","","","","","","","","","","","16712190","171","10","16","0","3693","","","","","","","","","","","","","","","","","16712174","0","0"
"962","-1","-1","0","","","","","神谕者的救星","","","","","","","","","","","","16712190","","","","","为神谕者阵营完成下列8个日常任务。","","","","","","","","","","","","16712190","14863","10","16","0","3478","","","","","","","","","","","","","","","","","16712174","0","0"
"968","0","-1","0","","","","","外域的糖果","","","","","","","","","","","","16712190","","","","","找到外域的糖罐。","","","","","","","","","","","","16712190","158","10","16","0","2952","","","","","","","","","","","","","","","","","16712174","0","0"
"1031","0","-1","0","","","","","东部王国灭火","","","","","","","","","","","","16712190","","","","","亵渎联盟在东部王国的篝火。","","","","","","","","","","","","16712190","161","10","16","0","1920","","","","","","","","","","","","","","","","","16712174","0","0"
"1083","-1","532","0","","","","","杀死玛克扎尔王子（卡拉赞）","","","","","","","","","","","","16712190","","","","","杀死玛克扎尔王子（卡拉赞）","","","","","","","","","","","","16712190","14822","5","16","1","2294","","","","","","","","","","","","","","","","","16712174","0","0"
"1169","1","-1","0","","","","","阿拉希盆地主宰","","","","","","","","","","","","16712190","","","","","完成下列阿拉希盆地成就。","","","","","","","","","","","","16712190","14802","25","16","0","1156","","","","","","","","","","","","","","","","","16712174","0","0"
"1181","-1","-1","1180","","","","","积少成多","","","","","","","","","","","","16712190","","","","","拾取25000金币。","","","","","","","","","","","","16712190","92","10","16","0","2801","","","","","","","","","","","","","","","","","16712174","0","0"
"1408","-1","-1","0","","","","","服务器第一！80级人类","","","","","","","","","","","","16712190","","","","","本服务器第一个达到80级的人类。","","","","","","","","","","","","16712190","81","0","16","256","3325","","","","","","","","","","","","","","","","","16712174","0","0"
"1511","-1","599","0","","","","","杀死塑铁者斯约尼尔（英雄岩石大厅）","","","","","","","","","","","","16712190","","","","","杀死塑铁者斯约尼尔（英雄岩石大厅）","","","","","","","","","","","","16712190","14823","5","16","1","2325","","","","","","","","","","","","","","","","","2130641388","0","0"
"1546","-1","-1","0","","","","","勇气竞技场获胜","","","","","","","","","","","","16712190","","","","","勇气竞技场获胜","","","","","","","","","","","","16712190","152","0","16","1","4","","","","","","","","","","","","","","","","","2080309740","0","0"
"1576","-1","-1","0","","","","","鲜血与痛苦","","","","","","","","","","","","16712190","","","","","完成纳格兰的“鲜血竞技场”系列任务，以及祖达克的“痛苦斗兽场”系列任务。","","","","","","","","","","","","16712190","96","10","16","0","1599","","","","","","","","","","","","","","","","","2113864172","0","0"
"1638","-1","-1","0","","","","","破碎天空","","","","","","","","","","","","16712190","","","","","在灵翼浮岛的龙喉飞行竞赛中击败汤告鲁士·碎空。","","","","","","","","","","","","16712190","14865","10","16","0","1928","","","","","","","","","","","","","","","","","2113864172","0","0"
"1702","-1","-1","0","","","","","齿颊留香","","","","","","","","","","","","16712190","","","","","品尝下列情人节糖果。","","","","","","","","","","","","16712190","187","10","16","0","1855","","","","","","","","","","","","","","","","","2080309740","0","0"
"1722","-1","624","0","","","","","岩石看守者阿尔卡冯（10人）","","","","","","","","","","","","16712190","","","","","击败岩石看守者阿尔卡冯（10人）。","","","","","","","","","","","","16712190","14901","10","16","0","2351","","","","","","","","","","","","","","","","","2130641388","0","0"
"1771","-1","-1","0","","","","","巫妖王 - 杀死不同的10人团队首领的总数","","","","","","","","","","","","16712190","","","","","巫妖王 - 杀死不同的10人团队首领的总数","","","","","","","","","","","","16712190","14807","0","16","33","1","","","","","","","","","","","","","","","","","2113864172","0","1770"
"1977","-1","-1","0","","","","","获得达拉然珠宝匠硬币","","","","","","","","","","","","16712190","","","","","获得达拉然珠宝匠硬币","","","","","","","","","","","","16712190","173","0","16","1","1","","","","","","","","","","","","","","","","","2130641388","0","0"
"2002","-1","-1","2001","","","","","100块达拉然烹饪奖牌","","","","","","","","","","","","16712190","","","","","获得100块达拉然烹饪奖牌。","","","","","","","","","","","","16712190","170","10","16","0","2468","","","","","","","","","","","","","","","","","2130641388","0","0"
"2180","-1","533","0","","","","","做减法（10人）","","","","","","","","","","","","16712190","","","","","以少于9人的阵容击败纳克萨玛斯的塔迪乌斯（10人）。","","","","","","","","","","","","16712190","14922","10","16","0","1885","","","","","","","","","","","","","","","","","2080309740","0","0"
"2181","-1","533","0","","","","","做减法（25人）","","","","","","","","","","","","16712190","","","","","以少于21人的阵容击败纳克萨玛斯的塔迪乌斯（25人）。","","","","","","","","","","","","16712190","14923","10","16","0","1885","","","","","","","","","","","","","","","","","2080309740","0","0"
"2191","-1","607","0","","","","","远古庭院卫士","","","","","","","","","","","","16712190","","","","","在远古庭院中杀死100名玩家。","","","","","","","","","","","","16712190","14881","10","16","0","856","","","","","","","","","","","","","","","","","2130641388","0","0"
"2764","1","-1","2781","","","","","尊贵的暴风城冠军","","","","","","","","","","","","16712190","","","","","在暴风城阵营中达到崇拜声望，并获得在银色锦标赛中代表暴风城出战的资格。","","","","","","","","","","","","16712190","14941","10","16","0","3800","","","","","头衔奖励：暴风城的","","","","","","","","","","","","16712190","0","0"
"2873","-1","603","0","","","","","杀死锋鳞（25人奥杜尔）","","","","","","","","","","","","16712190","","","","","杀死锋鳞（25人奥杜尔）","","","","","","","","","","","","16712190","14963","10","16","1","1700","","","","","","","","","","","","","","","","","2113864172","0","0"
"2923","-1","603","0","","","","","铁矮人，五分熟（10人）","","","","","","","","","","","","16712190","","","","","使用锋鳞的烈焰龙息击败25个黑暗符文守卫（10人）。","","","","","","","","","","","","16712190","14961","10","16","0","3853","","","","","","","","","","","","","","","","","2080309740","0","0"
"2924","-1","603","0","","","","","铁矮人，五分熟（25人）","","","","","","","","","","","","16712190","","","","","使用锋鳞的烈焰龙息击败25个黑暗符文守卫（25人）。","","","","","","","","","","","","16712190","14962","10","16","0","3853","","","","","","","","","","","","","","","","","2080309740","0","0"
"3656","0","-1","0","","","","","感恩者","","","","","","","","","","","","16712190","","","","","完成下列感恩节成就。","","","","","","","","","","","","16712190","155","10","16","0","3936","","","","","奖励：感恩者头衔和胖火鸡宠物","","","","","","","","","","","","16712190","0","0"
"4027","-1","-1","0","","","","","黑骑士之死（英雄难度：冠军的试炼）","","","","","","","","","","","","16712190","","","","","杀死黑骑士（英雄难度：冠军的试炼）","","","","","","","","","","","","16712190","15021","0","16","1","1","","","","","","","","","","","","","","","","","16712172","0","0"
"4097","-1","-1","0","","","","","征服之岛胜利","","","","","","","","","","","","16712190","","","","","征服之岛胜利","","","","","","","","","","","","16712190","153","0","16","1","4","","","","","","","","","","","","","","","","","16712172","0","0"
"4256","0","-1","0","","","","","毁车不倦","","","","","","","","","","","","16712190","","","","","在征服之岛中摧毁下列载具。","","","","","","","","","","","","16712190","15003","10","16","0","2306","","","","","","","","","","","","","","","","","16712172","0","0"
"4316","-1","-1","3876","","","","","2500枚地下城与团队副本纹章","","","","","","","","","","","","16712190","","","","","拾取2500枚英雄纹章、勇气纹章、征服纹章、凯旋纹章或寒冰纹章。","","","","","","","","","","","","16712190","168","10","16","136","1950","","","","","","","","","","","","","","","","","16712188","0","0"
"4437","0","-1","0","","","","","枪神","","","","","","","","","","","","16712190","","","","","射击下列敌对领袖。","","","","","","","","","","","","16712190","156","10","16","0","393","","","","","","","","","","","","","","","","","16712172","0","0"
"4517","-1","658","0","","","","","萨隆矿坑","","","","","","","","","","","","16712190","","","","","击败萨隆矿坑的首领们。","","","","","","","","","","","","16712190","14806","10","16","0","4150","","","","","","","","","","","","","","","","","16712172","0","0"
"4520","-1","658","0","","","","","萨隆矿坑（英雄难度）","","","","","","","","","","","","16712190","","","","","击败萨隆矿坑的首领们（英雄难度）。","","","","","","","","","","","","16712190","14921","10","16","0","4150","","","","","","","","","","","","","","","","","16712172","0","0"
"4537","-1","631","0","","","","","啊，真惨（10人）","","","","","","","","","","","","16712190","","","","","在阵亡勇士的印记施放3次之前，击败死亡使者（10人）。","","","","","","","","","","","","16712190","15041","10","16","0","4161","","","","","","","","","","","","","","","","","16712172","1","0"
"4613","-1","631","0","","","","","啊，真惨（25人）","","","","","","","","","","","","16712190","","","","","在阵亡勇士的印记施放5次之前，击败死亡使者（25人）。","","","","","","","","","","","","16712190","15042","10","16","0","4161","","","","","","","","","","","","","","","","","16712172","1","0"
"4727","-1","-1","0","","","","","逃离巫妖王的追杀（英雄难度映像大厅）","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","15062","0","16","1","1","","","","","","","","","","","","","","","","","16712188","0","0"
"99","-1","-1","0","","","","","洛丹伦废墟的比赛","","","","","","","","","","","","16712190","","","","","洛丹伦废墟的比赛","","","","","","","","","","","","16712190","152","0","17","1","4","","","","","","","","","","","","","","","","","16712174","0","0"
"388","1","-1","0","","","","","城市卫兵","","","","","","","","","","","","16712190","","","","","在你所属阵营的任意主城中杀死50个敌对阵营的玩家。","","","","","","","","","","","","16712190","95","10","17","136","3574","","","","","","","","","","","","","","","","","16712174","0","0"
"393","-1","-1","0","","","","","防御奥特兰克山谷哨塔","","","","","","","","","","","","16712190","","","","","防御奥特兰克山谷哨塔","","","","","","","","","","","","16712190","153","0","17","1","1243604","","","","","","","","","","","","","","","","","16712174","0","0"
"667","-1","543","0","","","","","地狱火城墙（英雄难度）","","","","","","","","","","","","16712190","","","","","击败地狱火城墙的首领（英雄难度）。","","","","","","","","","","","","16712190","14805","10","17","0","3680","","","","","","","","","","","","","","","","","16712174","0","0"
